#x, y
9.007436870164753e-10, 2.8923286336113538e-11
1.6581808751343379e-9, 4.392604652244657e-11
2.852428216799941e-9, 6.442786262667478e-11
4.743223834260062e-9, 9.126462159858769e-11
8.440736991177578e-9, 1.3386099976068967e-10
1.5020594313856087e-8, 1.963385914833909e-10
2.4977330028715772e-8, 2.5941116126965693e-10
3.881119860187781e-8, 3.674661940736688e-10
6.676362010920767e-8, 5.027166292764676e-10
1.148478050319978e-7, 7.3735199261828e-10
1.975629586755835e-7, 1.081499853706149e-9
3.3985083676414996e-7, 1.5319874179180702e-9
5.846166306860799e-7, 2.170120911821185e-9
0.000001005666509839816, 3.182991938931774e-9
0.000001789619635717144, 4.35453112248242e-9
0.0000028767074993570203, 5.7533975706634635e-9
0.00000511920420605844, 6.8476058197180465e-9
0.000010432896716424038, 8.14991574740577e-9
0.00001794682921697332, 8.14991574740577e-9
0.000041887639729297436, 6.6132642897766135e-9
0.00007977016507938941, 4.35453112248242e-9
0.00013722186351522423, 2.867258961052101e-9
0.00023605115782135926, 1.760948649710013e-9
0.0003925229288115271, 1.081499853706149e-9
0.000630957344480193, 6.414803608577958e-10
0.00098041747367636, 3.548906176768801e-10
0.0014726453130308311, 1.963385914833909e-10
0.0021382641255366093, 1.0862175719950903e-10
0.002804482670378157, 5.6050853568997404e-11
0.003678274799881244, 2.994818521720258e-11
0.004357764972094091, 1.656844168358054e-11
0.005524987354389636, 9.16627360994571e-12
0.007004848921784934, 5.829018895445327e-12
