#x	y
0.01007	9581.56038
0.01655	54911.69688
0.02997	104240.32568
0.03717	299637.88508
0.04591	378866.04133
0.05708	268792.22282
0.06597	178624.43237
0.08019	220931.80075
0.09103	335851.4741
0.10472	174195.12186
0.12339	199683.59697
0.14342	215860.45496
0.16214	351056.08568
0.17538	545364.57226
0.18988	207728.47498
0.19609	107071.88336
0.20195	55828.70616
0.21115	130860.19204
0.23022	244538.90061
0.24219	116004.21068
0.24413	58607.7473
0.2588	141388.31947
0.26914	183068.69456
0.28466	78190.49588
0.30111	118101.25988
0.32344	195555.7086
0.34697	118817.41182
0.3753	323563.05044
0.36382	189244.95998
0.39692	189244.95998
0.4012	84083.5258
0.42812	184363.73672
0.45929	107220.53317
0.47605	241162.32504
0.48751	112561.2001
0.53698	146465.89338
0.54897	503481.97575
0.58784	25166.14004
0.62781	76349.76621
0.64278	131361.58634
0.6769	69582.22775
0.75859	67967.29084
0.81837	72641.84523
1.02712	64525.72231
1.28988	50587.85287
1.43487	26135.88281
1.45492	13434.94227
1.51927	5619.75858
1.62635	14895.14515
1.79142	10798.94332
1.97023	4398.10511
2.30395	2633.45154
2.57797	3739.14101
2.86059	1440.37138
3.48212	867.76577
4.13818	480.14295
5.24804	301.6197
6.74385	183.46409
8.5274	105.44523
10.71988	64.37133
13.17834	35.51578
17.56622	20.93849
24.48892	12.2633
35.47604	7.05353
48.4926	4.64797
73.64771	3.15951
98.16132	2.53199
150.06701	2.03214
240.60488	1.73189
373.80827	1.65082
596.27531	1.3839
856.86536	0.86253
1124.87689	0.59438
1488.5621	0.4801
2054.93951	0.3603
2476.79244	0.60148
2677.5409	1.04444
2991.502	1.67941
3346.14768	0.84888
3664.65156	0.26835
3971.36736	0.09383
4598.39448	0.03237
